# coding: utf-8
KÓD OBCE,NÁZOV OBCE,VOLIÈI V ZOZNAME,VYDANÉ OBÁLKY,PLATNÉ HLASY,KANDIDUJÚCE STRANY
'531367', 'Adamov', '102', '74', '72','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'551465', 'Košice', '42', '28', '27','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534153', 'Krchleby', '319', '183', '183','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534161', 'Køesetice', '528', '300', '298','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'533955', 'Kutná Hora', '16\xa0219', '9\xa0916', '9\xa0862','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534170', 'Ledeèko', '149', '105', '102','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534188', 'Malešov', '815', '529', '525','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534200', 'Miskovice', '832', '545', '541','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'530999', 'Moèovice', '318', '193', '192','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534226', 'Nepomìøice', '165', '110', '108','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534242', 'Nové Dvory', '692', '407', '405','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534251', 'Okøesaneè', '159', '105', '105','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534277', 'Onomyšl', '253', '179', '176','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'530956', 'Opatovice I', '116', '81', '80','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'531278', 'Pabìnice', '164', '107', '106','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534307', 'Pertoltice', '148', '94', '94','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534315', 'Petrovice I', '237', '133', '132','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534323', 'Petrovice II', '104', '61', '60','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'528196', 'Podveky', '166', '105', '105','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534331', 'Potìhy', '499', '320', '318','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534340', 'Rašovice', '312', '176', '176','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534358', 'Rataje nad Sázavou', '478', '286', '286','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'526622', 'Rohozec', '246', '163', '162','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534366', 'Øendìjov', '202', '130', '129','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534374', 'Samopše', '141', '98', '98','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'530859', 'Semtìš', '223', '156', '155','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'531383', 'Schoøov', '70', '46', '46','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534391', 'Slavošov', '129', '78', '77','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'534293', 'Sobìšín', '145', '99', '99','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
'531065', 'Souòov', '112', '84', '84','Obèanská demokratická strana', 'Øád národa - Vlastenecká unie', 'CESTA ODPOVÌDNÉ SPOLEÈNOSTI', 'Èeská str.sociálnì demokrat.', 'Radostné Èesko', 'STAROSTOVÉ A NEZÁVISLÍ', 'Komunistická str.Èech a Moravy', 'Strana zelenıch', 'ROZUMNÍ-stop migraci,diktát.EU', 'Strana svobodnıch obèanù', 'Blok proti islam.-Obran.domova', 'Obèanská demokratická aliance', 'Èeská pirátská strana', 'Unie H.A.V.E.L.', 'Referendum o Evropské unii', 'TOP 09', 'ANO 2011', 'Dobrá volba 2016', 'SPR-Republ.str.Èsl. M.Sládka', 'Køes.demokr.unie-Ès.str.lid.', 'Èeská strana národnì sociální', 'REALISTÉ', 'SPORTOVCI', 'Dìlnic.str.sociální spravedl.', 'Svob.a pø.dem.-T.Okamura (SPD)', 'Strana Práv Obèanù'
